CustomerID,Customer-Age,Gender,Membership,Company,Segment,Model,Car-Year,Car-Age,Fuel type,Servicing-Price,Payment-Method,TechSupport,Assistance,Churn
3571-DPYUH,39,Female,No,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Wallet,Yes,Yes,Yes
7601-GNDYK,54,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Cash,Yes,Yes,Yes
0356-OBMAC,46,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Cash,Yes,Yes,Yes
8067-NIOYM,38,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2007,13,Petrol,3000,Card,Yes,Yes,Yes
1403-GYAFU,30,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Cash,Yes,Yes,Yes
4234-XTNEA,21,Male,Yes,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Wallet,Yes,Yes,Yes
1297-VQDRP,28,Female,No,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Cash,Yes,Yes,Yes
9282-IZGQK,30,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
5348-CAGXB,29,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Card,Yes,Yes,Yes
0621-HJWXJ,24,Female,No,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Cash,Yes,Yes,Yes
5844-QVTAT,26,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2014,6,Petrol,3500,Wallet,Yes,Yes,Yes
8905-IAZPF,23,Male,Yes,Maruti Suzuki,Hatchback,Swift,2015,5,Petrol,3000,Cash,Yes,Yes,Yes
5394-MEITZ,55,Female,No,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Cash,Yes,Yes,Yes
6859-QNXIQ,43,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Card,Yes,Yes,Yes
2782-LFZVW,51,Male,Yes,Maruti Suzuki,Sedan,Dzire,2018,2,Petrol,3500,Cash,Yes,Yes,Yes
2866-IKBTM,50,Female,No,Maruti Suzuki,Hatchback,Baleno,2019,1,Petrol,3000,Wallet,Yes,Yes,Yes
1342-JPNKI,35,Male,Yes,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Cash,Yes,Yes,Yes
2817-NTQDO,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Cash,Yes,Yes,Yes
7129-AZJDE,40,Female,No,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Card,Yes,Yes,Yes
6986-IJDHX,38,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2007,13,Petrol,3000,Cash,Yes,Yes,Yes
2560-PPCHE,44,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Wallet,Yes,Yes,Yes
4676-MQUEA,51,Female,No,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Cash,Yes,Yes,Yes
8138-EALND,45,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Cash,Yes,Yes,Yes
3580-HYCSP,38,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2011,9,Petrol,3000,Card,Yes,Yes,Yes
1352-HNSAW,25,Female,No,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Cash,Yes,Yes,Yes
2075-PUEPR,22,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Wallet,Yes,Yes,Yes
1982-FEBTD,30,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
5301-GAUUY,48,Female,No,Maruti Suzuki,Hatchback,Swift,2015,5,Petrol,3000,Cash,Yes,Yes,Yes
5791-KAJFD,54,Male,Yes,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Card,Yes,Yes,Yes
2654-VBVPB,27,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Cash,Yes,Yes,Yes
1154-HYWWO,37,Female,No,Maruti Suzuki,Sedan,Dzire,2018,2,Petrol,3500,Wallet,Yes,Yes,Yes
2501-XWWTZ,52,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2019,1,Petrol,3000,Cash,Yes,Yes,Yes
3716-UVSPD,33,Male,Yes,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Cash,Yes,Yes,Yes
6815-ABQFQ,52,Female,No,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Card,Yes,Yes,Yes
7343-EOBEU,38,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Cash,Yes,Yes,Yes
3701-SFMUH,48,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2007,13,Petrol,3000,Wallet,Yes,Yes,Yes
6103-LIANB,34,Female,No,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Cash,Yes,Yes,Yes
7319-VENRZ,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Cash,Yes,Yes,Yes
5846-NEQVZ,29,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Card,Yes,Yes,Yes
6967-QIQRV,39,Female,No,Maruti Suzuki,Hatchback,Ignis,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
5781-RFZRP,44,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Wallet,Yes,Yes,Yes
0939-YAPAF,37,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Cash,Yes,Yes,Yes
0308-IVGOK,26,Female,No,Maruti Suzuki,Sedan,Ciaz,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
7293-LSCDV,30,Male,Yes,Maruti Suzuki,Hatchback,Swift,2015,5,Petrol,3000,Card,Yes,Yes,Yes
7025-WCBNE,45,Male,Yes,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Cash,Yes,Yes,Yes
5756-JYOJT,34,Female,No,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Wallet,Yes,Yes,Yes
4710-FDUIZ,42,Male,Yes,Maruti Suzuki,Sedan,Dzire,2018,2,Petrol,3500,Cash,Yes,Yes,Yes
6030-REHUX,25,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2019,1,Petrol,3000,Cash,Yes,Yes,Yes
9548-LIGTA,34,Female,No,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Card,Yes,Yes,Yes
5150-LJNSR,29,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Cash,Yes,Yes,Yes
8270-RKSAP,37,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Wallet,Yes,Yes,Yes
6522-YRBXD,28,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2007,13,Petrol,3000,Cash,Yes,Yes,Yes
2640-LYMOV,23,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Cash,Yes,Yes,Yes
1218-VKFPE,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Card,Yes,Yes,Yes
3627-FHKBK,44,Female,No,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Cash,Yes,Yes,Yes
2865-TCHJW,25,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2011,9,Petrol,3000,Wallet,Yes,Yes,Yes
1423-BMPBQ,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Cash,Yes,Yes,Yes
2393-DIVAI,52,Female,No,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Cash,Yes,Yes,Yes
5192-EBGOV,37,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2014,6,Petrol,3500,Card,Yes,Yes,Yes
4568-KNYWR,51,Male,Yes,Maruti Suzuki,Hatchback,Swift,2015,5,Petrol,3000,Cash,Yes,Yes,Yes
8752-IMQOS,22,Female,No,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Wallet,Yes,Yes,Yes
0742-LAFQK,44,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Cash,Yes,Yes,Yes
0795-LAFGP,22,Male,Yes,Maruti Suzuki,Sedan,Dzire,2018,2,Petrol,3500,Cash,Yes,Yes,Yes
0619-OLYUR,44,Female,No,Maruti Suzuki,Hatchback,Baleno,2019,1,Petrol,3000,Card,Yes,Yes,Yes
5512-IDZEI,26,Male,Yes,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Cash,Yes,Yes,Yes
0459-SPZHJ,49,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Wallet,Yes,Yes,Yes
0215-BQKGS,22,Female,No,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Cash,Yes,Yes,Yes
9244-ZVAPM,43,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2007,13,Petrol,3000,Cash,Yes,Yes,Yes
0719-SYFRB,25,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Card,Yes,Yes,Yes
8208-EUMTE,46,Female,No,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Cash,Yes,Yes,Yes
5172-MIGPM,28,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Wallet,Yes,Yes,Yes
1710-RCXUS,50,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
0374-FIUCA,35,Female,No,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Cash,Yes,Yes,Yes
5839-SUYVZ,52,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Card,Yes,Yes,Yes
5173-ZXXXL,21,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
1096-ADRUX,51,Female,No,Maruti Suzuki,Hatchback,Swift,2015,5,Petrol,3000,Wallet,Yes,Yes,Yes
2001-MCUUW,21,Male,Yes,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Cash,Yes,Yes,Yes
2731-GJRDG,39,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Cash,Yes,Yes,Yes
4723-BEGSG,30,Female,No,Company,Segment,Model,2018,2,Petrol,,Card,Yes,Yes,Yes
6516-NKQBO,23,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Cash,Yes,Yes,Yes
8672-OAUPW,43,Male,Yes,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Wallet,Yes,Yes,Yes
8207-DMRVL,39,Female,No,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Cash,Yes,Yes,Yes
3419-SNJJD,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Cash,Yes,Yes,Yes
6543-CPZMK,34,Male,Yes,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Card,Yes,Yes,Yes
4765-OXPPD,22,Female,No,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Cash,Yes,Yes,Yes
2804-ETQDK,21,Male,Yes,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Wallet,Yes,Yes,Yes
6689-VRRTK,28,Male,Yes,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Cash,Yes,Yes,Yes
7138-GIRSH,50,Female,No,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Cash,Yes,Yes,Yes
9396-ZSFLL,22,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Card,Yes,Yes,Yes
6464-KEXXH,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Cash,Yes,Yes,Yes
7134-MJPDY,55,Female,No,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Wallet,Yes,Yes,Yes
5240-CAOYT,25,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Cash,Yes,Yes,Yes
4059-IIEBK,40,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Cash,Yes,Yes,Yes
4881-JVQOD,40,Female,No,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Card,Yes,Yes,Yes
0516-UXRMT,47,Male,Yes,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Cash,Yes,Yes,Yes
4851-BQDNX,43,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Wallet,Yes,Yes,Yes
5148-HKFIR,37,Female,No,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Cash,Yes,Yes,Yes
1009-IRMNA,30,Male,Yes,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Cash,Yes,Yes,Yes
3003-CMDUU,21,Male,Yes,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Card,Yes,Yes,Yes
5016-IBERQ,44,Female,No,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Cash,Yes,Yes,Yes
6797-UCJHZ,25,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Wallet,Yes,Yes,Yes
2469-DTSGX,22,Male,Yes,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Cash,Yes,Yes,Yes
4554-YGZIH,52,Female,No,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Cash,Yes,Yes,Yes
5099-BAILX,21,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Card,Yes,Yes,Yes
9931-KGHOA,47,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Cash,Yes,Yes,Yes
1775-KWJKQ,47,Female,No,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Wallet,Yes,Yes,Yes
7665-VIGUD,25,Male,Yes,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Cash,Yes,Yes,Yes
9411-TPQQV,27,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Cash,Yes,Yes,Yes
7207-RMRDB,46,Female,No,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Card,Yes,Yes,Yes
7954-MLBUN,41,Male,Yes,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Cash,Yes,Yes,Yes
2077-DDHJK,32,Male,Yes,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Wallet,Yes,Yes,Yes
4913-EHYUI,29,Female,No,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Cash,Yes,Yes,Yes
0195-IESCP,21,Male,Yes,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Cash,Yes,Yes,Yes
9574-BOSMD,50,Male,Yes,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Card,Yes,Yes,Yes
4580-TMHJU,24,Female,No,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Cash,Yes,Yes,Yes
0970-ETWGE,35,Male,Yes,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Wallet,Yes,Yes,Yes
4908-XAXAY,28,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Cash,Yes,Yes,Yes
8404-VLQFB,45,Female,No,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Cash,Yes,Yes,Yes
1626-ERCMM,46,Male,Yes,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Card,Yes,Yes,Yes
0887-HJGAR,32,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Cash,Yes,Yes,Yes
2391-IPLOP,30,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Wallet,Yes,Yes,Yes
5644-PDMZC,36,Male,Yes,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Cash,Yes,Yes,Yes
3509-GWQGF,54,Male,Yes,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Cash,Yes,Yes,Yes
9576-ANLXO,55,Female,No,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Card,Yes,Yes,Yes
2024-BASKD,42,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Cash,Yes,Yes,Yes
5845-BZZIB,38,Male,Yes,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Wallet,Yes,Yes,Yes
1140-UKVZG,48,Female,No,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Cash,Yes,Yes,Yes
4160-AMJTL,44,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Cash,Yes,Yes,Yes
5183-SNMJQ,35,Male,Yes,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Card,Yes,Yes,Yes
8100-PNJMH,32,Female,No,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Cash,Yes,Yes,Yes
7838-LAZFO,53,Male,Yes,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Wallet,Yes,Yes,Yes
4464-JCOLN,34,Male,Yes,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Cash,Yes,Yes,Yes
2085-JVGAD,23,Female,No,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Cash,Yes,Yes,Yes
5650-VDUDS,49,Male,Yes,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Card,Yes,Yes,Yes
8095-WANWK,32,Male,Yes,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Cash,Yes,Yes,Yes
3030-ZKIWL,51,Female,No,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Wallet,Yes,Yes,Yes
9565-FLVCG,50,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Cash,Yes,Yes,Yes
8755-OGKNA,46,Male,Yes,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Cash,Yes,Yes,Yes
2800-VEQXM,25,Female,No,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Card,Yes,Yes,Yes
7538-GWHML,49,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Cash,Yes,Yes,Yes
5533-RJFTJ,55,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Wallet,Yes,Yes,Yes
3859-CVCET,55,Female,No,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Cash,Yes,Yes,Yes
0214-JHPFW,39,Male,Yes,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Cash,Yes,Yes,Yes
5642-MHDQT,30,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Card,Yes,Yes,Yes
3088-FVYWK,33,Female,No,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Cash,Yes,Yes,Yes
3276-HDUEG,50,Male,Yes,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Wallet,Yes,Yes,Yes
9092-GDZKO,38,Male,Yes,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Cash,Yes,Yes,Yes
0823-HSCDJ,48,Female,No,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Cash,Yes,Yes,Yes
3729-OWRVL,50,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Card,Yes,Yes,Yes
2324-AALNO,38,Male,Yes,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Cash,Yes,Yes,Yes
0822-GAVAP,49,Female,No,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Wallet,Yes,Yes,Yes
5760-IFJOZ,39,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Cash,Yes,Yes,Yes
2826-UWHIS,36,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Cash,Yes,Yes,Yes
1448-PWKYE,51,Female,No,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Card,Yes,Yes,Yes
7501-IWUNG,25,Male,Yes,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Cash,Yes,Yes,Yes
4957-TREIR,31,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Wallet,Yes,Yes,Yes
7251-LJBQN,27,Female,No,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Cash,Yes,Yes,Yes
8040-MNRTF,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Cash,Yes,Yes,Yes
1536-HBSWP,51,Male,Yes,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Card,Yes,Yes,Yes
5313-FPXWG,39,Female,No,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Cash,Yes,Yes,Yes
0067-DKWBL,49,Male,Yes,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Wallet,Yes,Yes,Yes
0946-FKYTX,22,Male,Yes,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Cash,Yes,Yes,Yes
5076-YVXCM,22,Female,No,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Cash,Yes,Yes,Yes
8262-COGGB,39,Male,Yes,Maruti Suzuki,Sedan,Dzire,2007,13,Petrol,3500,Card,Yes,Yes,Yes
6663-JOCQO,42,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2008,12,Cng,3000,Cash,Yes,Yes,Yes
9620-QJREV,22,Female,No,Maruti Suzuki,Suv,Breeza,2009,11,Diesel,4500,Wallet,Yes,Yes,Yes
2276-YDAVZ,48,Male,Yes,Maruti Suzuki,Muv,Ertiga,2010,10,Petrol,5000,Cash,Yes,Yes,Yes
2682-KEVRP,30,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2011,9,Petrol,3500,Cash,Yes,Yes,Yes
2480-JZOSN,41,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2012,8,Cng,3000,Card,Yes,Yes,Yes
0078-XZMHT,24,Male,Yes,Maruti Suzuki,Suv,Breeza,2013,7,Diesel,4500,Cash,Yes,Yes,Yes
5896-NPFWW,54,Male,Yes,Maruti Suzuki,Muv,Ertiga,2014,6,Petrol,5000,Wallet,Yes,Yes,Yes
9978-HYCIN,31,Female,No,Maruti Suzuki,Sedan,Ciaz,2015,5,Petrol,3500,Cash,Yes,Yes,Yes
8338-QIUNR,29,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2016,4,Cng,3000,Cash,Yes,Yes,Yes
1525-LNLOJ,52,Male,Yes,Maruti Suzuki,Suv,Breeza,2017,3,Diesel,4500,Card,Yes,Yes,Yes
9450-TRJUU,39,Female,No,Maruti Suzuki,Muv,Ertiga,2018,2,Petrol,5000,Cash,Yes,Yes,Yes
1766-GKNMI,38,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2019,1,Petrol,3500,Wallet,Yes,Yes,Yes
6942-LBFDP,24,Male,Yes,Maruti Suzuki,Hatchback,Swift,2020,0,Cng,3000,Cash,Yes,Yes,Yes
1456-TWCGB,45,Female,No,Maruti Suzuki,Suv,Breeza,2005,15,Diesel,4500,Cash,Yes,Yes,Yes
7133-VBDCG,29,Male,Yes,Maruti Suzuki,Muv,Ertiga,2006,14,Petrol,5000,Card,Yes,Yes,Yes
7596-ZYWBB,48,Male,Yes,Company,Segment,Model,2007,13,Petrol,,Cash,Yes,Yes,Yes
8329-UTMVM,42,Female,No,Maruti Suzuki,Sedan,Ciaz,2008,12,Cng,3500,Wallet,Yes,Yes,Yes
3014-WJKSM,22,Male,Yes,Maruti Suzuki,Hatchback,Swift,2009,11,Diesel,3000,Cash,Yes,Yes,Yes
3347-YJZZE,52,Male,Yes,Maruti Suzuki,Suv,Breeza,2010,10,Petrol,4500,Cash,Yes,Yes,Yes
1029-QFBEN,38,Female,No,Maruti Suzuki,Muv,Ertiga,2011,9,Petrol,5000,Card,Yes,Yes,Yes
7929-DMBCV,37,Male,Yes,Maruti Suzuki,Sedan,Dzire,2012,8,Cng,3500,Cash,Yes,Yes,Yes
9661-JALZV,46,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2013,7,Diesel,3000,Wallet,Yes,Yes,Yes
5433-KYGHE,48,Female,No,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Cash,Yes,Yes,Yes
4312-KFRXN,50,Male,Yes,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Cash,Yes,Yes,Yes
5575-TPIZQ,34,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Card,Yes,Yes,Yes
0114-IGABW,33,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2017,3,Diesel,3000,Cash,Yes,Yes,Yes
9944-AEXBM,54,Male,Yes,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Wallet,Yes,Yes,Yes
1853-ARAAQ,51,Male,Yes,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Cash,Yes,Yes,Yes
6952-OMNWB,23,Female,No,Maruti Suzuki,Sedan,Ciaz,2020,0,Cng,3500,Cash,Yes,Yes,Yes
4697-LUPSU,52,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2005,15,Diesel,3000,Card,Yes,Yes,Yes
8434-VGEQQ,51,Male,Yes,Maruti Suzuki,Suv,Breeza,2006,14,Petrol,4500,Cash,Yes,Yes,Yes
4952-YSOGZ,21,Female,No,Maruti Suzuki,Muv,Ertiga,2007,13,Petrol,5000,Wallet,Yes,Yes,Yes
1589-AGTLK,38,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2008,12,Cng,3500,Cash,Yes,Yes,Yes
5244-IRFIH,30,Male,Yes,Maruti Suzuki,Hatchback,Swift,2009,11,Diesel,3000,Cash,Yes,Yes,Yes
6549-YMFAW,48,Female,No,Maruti Suzuki,Suv,Breeza,2010,10,Petrol,4500,Card,Yes,Yes,Yes
4950-HKQTE,30,Male,Yes,Maruti Suzuki,Muv,Ertiga,2011,9,Petrol,5000,Cash,Yes,Yes,Yes
6786-OBWQR,33,Male,Yes,Maruti Suzuki,Sedan,Dzire,2012,8,Cng,3500,Wallet,Yes,Yes,Yes
2684-EIWEO,52,Female,No,Maruti Suzuki,Hatchback,Baleno,2013,7,Diesel,3000,Cash,Yes,Yes,Yes
2753-JMMCV,43,Male,Yes,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Cash,Yes,Yes,Yes
6439-GTPCA,47,Male,Yes,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Card,Yes,Yes,Yes
6621-YOBKI,51,Female,No,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Cash,Yes,Yes,Yes
1216-JWVUX,46,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2017,3,Diesel,3000,Wallet,Yes,Yes,Yes
7564-GHCVB,48,Male,Yes,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Cash,Yes,Yes,Yes
1173-NOEYG,39,Female,No,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Cash,Yes,Yes,Yes
7595-EHCDL,31,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2020,0,Cng,3500,Card,Yes,Yes,Yes
