Date,Country,Province,New Confirmed,New Recovered,New Death
2020/3/16,China,Guizhou,0,1,0
2020/3/16,China,Hainan,0,1,0
2020/3/16,China,Hebei,0,0,0
2020/3/16,China,Anhui,0,0,0
2020/3/16,China,Henan,0,0,0
2020/3/16,China,Hong Kong,10,3,0
2020/3/16,China,Hongkong,0,0,0
2020/3/16,China,Hubei,4,854,14
2020/3/16,China,Hunan,0,0,0
2020/3/16,China,Jiangsu,0,0,0
2020/3/16,China,Jiangxi,0,0,0
2020/3/16,China,Jilin,0,0,0
2020/3/16,China,Liaoning,0,1,0
2020/3/16,China,Heilongjiang,0,2,0
2020/3/17,China,Tianjin,0,0,0
2020/3/17,China,Taiwan,10,2,0
2020/3/17,China,Sichuan,1,4,0
2020/3/17,China,Shaanxi,1,3,1
2020/3/17,China,Shanghai,3,0,0
2020/3/17,China,Shandong,1,0,0
2020/3/17,China,Xinjiang,0,0,0
2020/3/17,China,Shanxi,0,0,0
2020/3/17,China,Xizang,0,0,0
2020/3/17,Iran,Iran,1178,393,135
2020/3/17,China,Zhejiang,1,0,0
2020/3/17,France,France,1210,0,21
2020/3/17,Germany,Germany,1169,121,4
2020/3/17,Italy,Italy,4084,414,349
2020/3/17,Korea,Korea,84,264,6
2020/3/17,Spain,Spain,1987,457,182
2020/3/17,USA,USA,961,38,24
2020/3/17,else,else,5121,77,66
2020/3/17,China,Qinghai,0,0,0
2020/3/17,China,Yunnan,1,0,0
2020/3/17,China,Ningxia,0,0,0
2020/3/17,China,Neimenggu,0,0,0
2020/3/17,China,Macau,1,0,0
2020/3/17,China,Beijing,4,9,0
2020/3/17,China,Chongqing,0,0,0
2020/3/17,China,Fujian,0,0,0
2020/3/17,China,Gansu,0,0,0
2020/3/17,China,Guangdong,3,1,0
2020/3/17,China,Guangxi,1,0,0
2020/3/17,China,Guizhou,1,0,0
2020/3/17,China,Hainan,0,0,0
2020/3/17,China,Hebei,0,0,0
2020/3/17,China,Anhui,0,0,0
2020/3/17,China,Henan,0,0,0
2020/3/17,China,Hong Kong,7,4,0
2020/3/17,China,Hongkong,0,0,0
2020/3/17,China,Hubei,1,861,12
2020/3/17,China,Hunan,0,0,0
2020/3/17,China,Jiangsu,0,0,0
2020/3/17,China,Jiangxi,0,0,0
2020/3/17,China,Jilin,0,0,0
2020/3/17,China,Liaoning,0,5,0
2020/3/17,China,Heilongjiang,0,1,0
2020/3/18,China,Tianjin,0,0,0
2020/3/18,China,Taiwan,23,0,0
2020/3/18,China,Sichuan,0,5,0
2020/3/18,China,Shaanxi,0,1,0
2020/3/18,China,Shanghai,3,1,0
2020/3/18,China,Shandong,0,0,0
2020/3/18,China,Xinjiang,0,0,0
2020/3/18,China,Shanxi,0,0,0
2020/3/18,else,else,3760,82,66
2020/3/18,Germany,Germany,3472,0,9
2020/3/18,China,Yunnan,0,0,0
2020/3/18,China,Zhejiang,0,0,0
2020/3/18,France,France,1097,566,27
2020/3/18,Iran,Iran,1192,321,147
2020/3/18,Italy,Italy,2484,192,345
2020/3/18,Korea,Korea,93,139,3
2020/3/18,Spain,Spain,2538,53,107
2020/3/18,USA,USA,1759,26,18
2020/3/18,China,Qinghai,0,0,0
2020/3/18,China,Xizang,0,0,0
2020/3/18,China,Ningxia,0,0,0
2020/3/18,China,Heilongjiang,0,7,0
2020/3/18,China,Macau,3,0,0
2020/3/18,China,Anhui,0,0,0
2020/3/18,China,Beijing,13,9,0
2020/3/18,China,Chongqing,0,0,0
2020/3/18,China,Fujian,0,0,0
2020/3/18,China,Gansu,0,0,0
2020/3/18,China,Guangdong,6,6,0
2020/3/18,China,Guangxi,0,2,0
2020/3/18,China,Guizhou,-1,0,0
2020/3/18,China,Hainan,0,0,0
2020/3/18,China,Neimenggu,0,0,0
2020/3/18,China,Henan,0,0,0
2020/3/18,China,Hong Kong,19,4,0
2020/3/18,China,Hongkong,0,0,0
2020/3/18,China,Hubei,1,924,11
2020/3/18,China,Hunan,0,0,0
2020/3/18,China,Jiangsu,0,0,0
2020/3/18,China,Jiangxi,0,0,0
2020/3/18,China,Jilin,0,0,0
2020/3/18,China,Liaoning,0,2,0
2020/3/18,China,Hebei,0,0,0
2020/3/19,China,Tianjin,0,0,0
2020/3/19,China,Taiwan,8,4,0
2020/3/19,China,Sichuan,0,11,0
2020/3/19,China,Shaanxi,0,0,0
2020/3/19,China,Shanghai,2,0,0
2020/3/19,China,Shandong,0,1,0
2020/3/19,China,Xinjiang,0,0,0
2020/3/19,China,Shanxi,0,0,0
2020/3/19,China,Xizang,0,0,0
2020/3/19,Iran,Iran,1046,269,149
2020/3/19,China,Zhejiang,2,1,0
2020/3/19,France,France,1404,0,89
2020/3/19,Germany,Germany,2667,0,2
2020/3/19,Italy,Italy,5672,1084,475
2020/3/19,Korea,Korea,152,407,7
2020/3/19,Spain,Spain,3431,0,169
2020/3/19,USA,USA,3839,32,45
2020/3/19,else,else,5461,97,117
2020/3/19,China,Qinghai,0,0,0
2020/3/19,China,Yunnan,0,0,0
2020/3/19,China,Ningxia,0,0,0
2020/3/19,China,Neimenggu,0,1,0
2020/3/19,China,Macau,2,0,0
2020/3/19,China,Beijing,11,2,0
2020/3/19,China,Chongqing,0,0,0
2020/3/19,China,Fujian,0,0,0
2020/3/19,China,Gansu,1,0,0
2020/3/19,China,Guangdong,8,5,0
2020/3/19,China,Guangxi,0,0,0
2020/3/19,China,Guizhou,0,0,0
2020/3/19,China,Hainan,0,0,0
2020/3/19,China,Hebei,0,0,0
2020/3/19,China,Anhui,0,0,0
2020/3/19,China,Henan,0,0,0
2020/3/19,China,Hong Kong,27,3,0
2020/3/19,China,Hongkong,0,0,0
2020/3/19,China,Hubei,0,755,8
2020/3/19,China,Hunan,0,0,0
2020/3/19,China,Jiangsu,0,0,0
2020/3/19,China,Jiangxi,0,0,0
2020/3/19,China,Jilin,0,0,0
2020/3/19,China,Liaoning,0,0,0
2020/3/19,China,Heilongjiang,1,-3,0
2020/3/20,China,Tianjin,1,0,0
2020/3/20,China,Taiwan,27,0,1
2020/3/20,China,Sichuan,1,0,0
2020/3/20,China,Shaanxi,1,0,0
2020/3/20,China,Shanghai,8,0,0
2020/3/20,China,Shandong,1,1,0
2020/3/20,China,Xinjiang,0,0,0
2020/3/20,China,Shanxi,0,0,0
2020/3/20,else,else,6516,101,153
2020/3/20,Germany,Germany,1460,0,16
2020/3/20,China,Yunnan,0,0,0
2020/3/20,China,Zhejiang,0,2,0
2020/3/20,France,France,1861,698,108
2020/3/20,Iran,Iran,1237,766,149
2020/3/20,Italy,Italy,3857,415,427
2020/3/20,Korea,Korea,87,286,9
2020/3/20,Spain,Spain,2833,507,235
2020/3/20,USA,USA,3991,15,55
2020/3/20,China,Qinghai,0,0,0
2020/3/20,China,Xizang,0,0,0
2020/3/20,China,Ningxia,0,0,0
2020/3/20,China,Heilongjiang,1,3,0
2020/3/20,China,Macau,0,0,0
2020/3/20,China,Anhui,0,0,0
2020/3/20,China,Beijing,11,10,0
2020/3/20,China,Chongqing,0,0,0
2020/3/20,China,Fujian,3,0,0
2020/3/20,China,Gansu,0,7,0
2020/3/20,China,Neimenggu,0,0,0
2020/3/20,China,Guangxi,1,0,0
2020/3/20,China,Guizhou,0,0,0
2020/3/20,China,Hainan,0,0,0
2020/3/20,China,Guangdong,17,5,0
2020/3/20,China,Henan,0,0,0
2020/3/20,China,Hebei,0,0,0
2020/3/20,China,Jilin,0,0,0
2020/3/20,China,Jiangxi,0,0,0
2020/3/20,China,Jiangsu,0,0,0
2020/3/20,China,Liaoning,1,0,1
2020/3/20,China,Hubei,0,700,3
2020/3/20,China,Hongkong,0,0,0
2020/3/20,China,Hong Kong,48,3,0
2020/3/20,China,Hunan,0,0,0
2020/3/21,China,Qinghai,0,0,0
2020/3/21,China,Shaanxi,1,2,0
2020/3/21,China,Shandong,2,1,0
2020/3/21,China,Shanghai,9,0,0
2020/3/21,China,Shanxi,0,0,0
2020/3/21,China,Sichuan,1,0,0
2020/3/21,China,Taiwan,0,2,0
2020/3/21,China,Tianjin,0,0,0
2020/3/21,Spain,Spain,0,0,0
2020/3/21,China,Xizang,0,0,0
2020/3/21,China,Yunnan,0,0,0
2020/3/21,China,Zhejiang,0,0,0
2020/3/21,France,France,1617,287,78
2020/3/21,Germany,Germany,4409,45,24
2020/3/21,Iran,Iran,0,0,0
2020/3/21,Italy,Italy,5986,689,627
2020/3/21,Korea,Korea,147,379,2
2020/3/21,China,Ningxia,0,0,0
2020/3/21,China,Xinjiang,0,0,0
2020/3/21,China,Neimenggu,0,0,0
2020/3/21,China,Heilongjiang,0,0,0
2020/3/21,China,Liaoning,0,0,0
2020/3/21,USA,USA,4851,0,36
2020/3/21,China,Anhui,0,0,0
2020/3/21,China,Beijing,8,2,0
2020/3/21,China,Chongqing,0,0,0
2020/3/21,China,Fujian,4,0,0
2020/3/21,China,Gansu,0,15,0
2020/3/21,China,Guangdong,4,2,0
2020/3/21,China,Guangxi,0,0,0
2020/3/21,China,Guizhou,0,0,0
2020/3/21,China,Hainan,0,0,0
2020/3/21,China,Hebei,0,0,0
2020/3/21,China,Henan,0,0,0
2020/3/21,China,Hong Kong,0,0,0
2020/3/21,China,Hongkong,0,0,0
2020/3/21,China,Hubei,0,560,6
2020/3/21,China,Hunan,0,0,0
2020/3/21,China,Jiangsu,0,0,0
2020/3/21,China,Jiangxi,0,0,0
2020/3/21,China,Jilin,0,0,0
2020/3/21,China,Macau,0,0,0
2020/3/21,else,else,4198,35,76
