Review,Brand,Variety,Style,Country,Stars,Top Ten
2260,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5,No
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,3.75,No
2258,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.3,No
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,No
2256,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,USA,3,No
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,No
2254,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3,No
2253,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,4,No
2252,New Touch,Sugomen Sano Ramen,Bowl,Japan,5,No
2251,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4,No
2250,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4,No
2249,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4,No
2248,Nongshim,Shin Noodle Soup,Cup,USA,5,No
2247,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5,No
2246,Dream Kitchen,Soy Sauce,Cup,USA,4,No
2245,Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,4,No
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4,No
2243,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4,No
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,No
2241,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,4,No
2240,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3,No
2239,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4,No
2238,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1,No
2237,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5,No
2236,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4,No
2235,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4,No
2234,Paldo,Bibim Men,Bowl,South Korea,5,No
2233,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4,No
2232,Nissin,Spicy Chikin Donburi,Bowl,Japan,5,No
2231,Fantastic,Noodle Chicken Flavour,Cup,Australia,4,No
2230,Marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4,No
2229,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4,No
2228,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5,No
2227,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,USA,4,No
2226,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,3,No
2225,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4,No
2224,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4,No
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,No
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,No
2221,Nissin,Cup Noodle Seafood,Cup,Japan,5,No
2220,Paldo,Budae Jjigae,Pack,South Korea,5,No
2219,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1,No
2218,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4,No
2217,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5,No
2216,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3,No
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,No
2214,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4,No
2213,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,4,No
2212,Paldo,Bul Jjamppong,Pack,South Korea,4,No
2211,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3,No
2210,Morre,Instant Noodles Masala,Pack,Pakistan,4,No
2209,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,No
2208,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,USA,0,No
2207,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3,No
2206,Nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,5,No
2205,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,USA,4,No
2204,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4,No
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,4,No
2202,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4,No
2201,Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,UK,2,No
2200,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,5,No
2199,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3,No
2198,Mr. Lee's Noodles,Dragon Fire Mushroom,Cup,UK,3,No
2197,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,5,No
2196,Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,UK,3.3,No
2195,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5,No
2194,Fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,4,No
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3,No
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,No
2191,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4,No
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,No
2189,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4,No
2188,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,No
2187,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5,No
2186,Master Kong,Assorted Seafood Noodles,Pack,China,4,No
2185,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5,No
2184,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,No
2183,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5,No
2182,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,No
2181,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4,No
2180,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3,No
2179,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5,No
2178,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4,No
2177,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4,No
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5,No
2175,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4,No
2174,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5,No
2173,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4,No
2172,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4,No
2171,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4,No
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,USA,4,No
2169,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4,No
2168,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5,No
2167,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3,No
2166,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4,No
2165,Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3,No
2164,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5,No
2163,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4,No
2162,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5,No
2161,Nongshim,Chal Bibim Myun,Pack,South Korea,5,No
2160,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5,No
2159,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3,No
2158,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5,No
2157,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4,No
2156,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2,No
2155,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4,No
2154,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4,No
2153,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,4,No
2152,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,No
2151,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,5,No
2150,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3,No
2149,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,No
2148,Jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,5,No
2147,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,USA,3,No
2146,Sapporo Ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3,No
2145,Dream Kitchen,Tonkotsu,Cup,USA,3,No
2144,Nissin,Lamen Sabor Picanha,Pack,Brazil,4,No
2143,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3,No
2142,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,USA,4,No
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,No
2140,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5,No
2139,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,4,No
2138,Fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,4,No
2137,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4,No
2136,Nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4,No
2135,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2,No
2134,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,4,No
2133,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5,No
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,5,No
2131,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4,No
2130,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4,No
2129,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5,No
2128,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4,No
2127,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,No
2126,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5,No
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4,No
2124,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,No
2123,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5,No
2122,Nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,5,No
2121,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,4,No
2120,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,No
2119,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5,No
2118,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,No
2117,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4,No
2116,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4,No
2115,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,No
2114,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5,No
2113,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4,No
2112,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,4,No
2111,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,No
2110,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3,No
2109,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.3,No
2108,Weh Lih,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1,No
2107,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,No
2106,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,No
2105,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,USA,3,No
2104,Wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,4,No
2103,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,USA,0,No
2102,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5,No
2101,Samyang Foods,Pojangmacha Udon,Pack,South Korea,4,No
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,No
2099,Sanpo,Yakibuta Ramen,Bowl,Japan,4,No
2098,Nongshim,Kimchi Flavor Noodle Soup,Cup,USA,5,No
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5,No
2096,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4,No
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5,No
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5,No
2093,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2,No
2092,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4,No
2091,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5,No
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5,No
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5,No
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4,No
2087,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4,No
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5,No
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5,No
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,No
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5,No
2082,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4,No
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4,No
2080,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4,No
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5,No
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4,No
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5,No
2076,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,No
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,No
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,No
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,4,No
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,USA,5,No
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5,No
2070,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75,No
2069,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75,No
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,No
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,No
2066,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5,No
2065,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3,No
2064,Nongshim,Arrabiata Rice Bucatini,Pack,USA,5,No
2063,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25,No
2062,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75,No
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,No
2060,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5,No
2059,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,No
2058,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75,No
2057,Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75,No
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0,No
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5,No
2054,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25,No
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,USA,3.75,No
2052,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,No
2051,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5,No
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5,No
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4,No
2048,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,No
2047,Oni Hot Pot,XO Sauce Noodle,Pack,Taiwan,5,No
2046,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,4,No
2045,Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5,No
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3,No
2043,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5,No
2042,Suimin,Noodles Mi Goreng,Cup,Australia,4.3,No
2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,No
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5,No
2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5,No
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,No
2037,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5,No
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,No
2035,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5,No
2034,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,No
2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,No
2032,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,No
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5,No
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,No
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,No
2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,No
2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,5,No
2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,No
2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2,No
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,No
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,No
2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3,No
2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,5,No
2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,No
2019,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75,No
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,No
2017,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0,No
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,No
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5,No
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,No
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,No
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,No
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,No
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,No
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,No
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,No
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,No
2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,No
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,No
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,No
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,No
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,No
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,No
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,No
1999,Nissin,Curry Udon,Cup,Japan,5,No
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,No
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,No
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,No
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5,No
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,No
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,No
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,No
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5,No
1990,Nissin,Cup Noodle,Cup,Japan,5,No
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5,No
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,No
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,No
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,No
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,No
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5,No
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,No
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,No
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5,No
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,No
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3,No
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5,No
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,No
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,No
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,No
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,No
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,No
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,No
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,No
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,No
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,No
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,No
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,No
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,No
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5,No
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,2016 #10
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,No
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,No
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,No
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,No
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,No
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,No
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,No
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,No
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,No
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,No
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,No
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,No
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,No
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,No
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,No
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,No
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,2016 #1
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,No
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,No
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,No
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,No
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,No
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,No
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,No
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,No
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,No
