Date,AveragePrice,Total Volume,Small Bags,Large Bags,XLarge Bags,type,year,region
2015/5/10,1.15,3501344.46,585000.53,147022.85,5019.86,conventional,2015,GreatLakes
2015/5/3,1.05,3901054.42,493009.35,146837.36,13835.91,conventional,2015,GreatLakes
2015/4/26,1.14,3234024.32,615887.17,116500.49,17202.07,conventional,2015,GreatLakes
2015/4/19,1.06,3857605.11,609139.49,84879.59,23926.61,conventional,2015,GreatLakes
2015/4/12,1.11,2895992.9,688965.8,60642.37,4465.52,conventional,2015,GreatLakes
2015/4/5,1.18,2938918.81,552075.78,61643.12,3754.42,conventional,2015,GreatLakes
2015/3/29,1.09,2971443.88,758625.31,82421.91,4453.27,conventional,2015,GreatLakes
2015/3/22,1.04,3746598.18,453829.96,105804.36,45576.8,conventional,2015,GreatLakes
2015/3/15,1.1,2948199.23,498932.31,114147.11,8958.58,conventional,2015,GreatLakes
2015/3/8,1.04,3134752.64,697812.88,114519.6,12664.89,conventional,2015,GreatLakes
2015/3/1,1.02,3566752.43,462539.26,88541.92,47632.78,conventional,2015,GreatLakes
2015/2/22,1.16,2730224.03,512270.39,88536.91,9441.36,conventional,2015,GreatLakes
2015/2/15,1.15,2610004.41,561485.4,81172.24,7922.8,conventional,2015,GreatLakes
2015/2/8,1.07,2856456.35,472576.07,78544.87,9512.88,conventional,2015,GreatLakes
2015/2/1,0.91,4874124.41,479453.25,126925.79,40152.66,conventional,2015,GreatLakes
2015/1/25,1.13,2928692.32,503612.64,109501,4563.7,conventional,2015,GreatLakes
2015/1/18,1.08,3006207.02,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
2015/1/11,1.1,3067638.32,412976.97,91214.54,11071.74,conventional,2015,GreatLakes
2015/1/4,1.02,3382800.12,412779.64,111072.91,13928.01,conventional,2015,GreatLakes
2015/12/27,1.16,173645.55,51396.6,776.06,0,conventional,2015,HarrisburgScranton
2015/12/20,1.11,180186.23,53929.04,1229.55,0,conventional,2015,HarrisburgScranton
2015/12/13,1.14,187058.65,51752.86,877.05,0,conventional,2015,HarrisburgScranton
2015/12/6,1.1,171195.76,46345.26,458.29,0,conventional,2015,HarrisburgScranton
2015/11/29,1.17,146103.34,39640.65,629.2,0,conventional,2015,HarrisburgScranton
2015/11/22,1.16,162429.43,47519.78,2367.01,0,conventional,2015,HarrisburgScranton
2015/11/15,1.09,189916.88,46939.57,3884.3,0,conventional,2015,HarrisburgScranton
2015/11/8,1.09,214993.36,47637.88,1677.58,0,conventional,2015,HarrisburgScranton
2015/11/1,1.13,219970.37,49340.53,914.69,0,conventional,2015,HarrisburgScranton
2015/10/25,1.11,183276.68,52569.78,1306.87,0,conventional,2015,HarrisburgScranton
2015/10/18,0.93,264223.22,48878.61,923.46,0,conventional,2015,HarrisburgScranton
2015/10/11,1.05,225079.92,53610.63,1791.79,0,conventional,2015,HarrisburgScranton
2015/10/4,1.16,188436.91,59227.5,938.73,0,conventional,2015,HarrisburgScranton
2015/9/27,1.15,192478.26,51731.16,1656.38,0,conventional,2015,HarrisburgScranton
2015/9/20,1.17,188314.24,53988.59,919.57,0,conventional,2015,HarrisburgScranton
2015/9/13,1.07,254744.58,48537.65,1980.71,0,conventional,2015,HarrisburgScranton
2015/9/6,1.19,225494.59,57426.04,1344.61,32.93,conventional,2015,HarrisburgScranton
2015/8/30,1.18,219908.82,57205.13,1779.77,606.82,conventional,2015,HarrisburgScranton
2015/8/23,1.1,222637.15,54580.78,1140.14,715.1,conventional,2015,HarrisburgScranton
2015/8/16,1.09,247813.45,48581.44,714.85,6.51,conventional,2015,HarrisburgScranton
2015/8/9,1.07,247575.06,56333.05,815.28,0,conventional,2015,HarrisburgScranton
2015/8/2,1.1,242281.36,56786.27,1018.67,3.22,conventional,2015,HarrisburgScranton
2015/7/26,1.17,225227.57,60632.24,1271.5,41.74,conventional,2015,HarrisburgScranton
2015/7/19,1.19,229650.57,65842.25,1051.54,57.53,conventional,2015,HarrisburgScranton
2015/7/12,1.17,233638.96,67025.83,1705.19,168.73,conventional,2015,HarrisburgScranton
2015/7/5,1.19,275844.88,78409.83,1623.22,516.29,conventional,2015,HarrisburgScranton
2015/6/28,1.2,243537.29,70488.1,2376.23,726.39,conventional,2015,HarrisburgScranton
2015/6/21,1.19,255431.85,76907.65,1624.65,922.99,conventional,2015,HarrisburgScranton
2015/6/14,1.13,277578.88,87952.58,2821.41,1606.66,conventional,2015,HarrisburgScranton
2015/6/7,1.21,265638.42,81417.34,3219.51,787.8,conventional,2015,HarrisburgScranton
2015/5/31,1.22,260058.34,87880.67,2341.73,1177.44,conventional,2015,HarrisburgScranton
2015/5/24,1.21,270097.92,89913.88,2641.89,834.98,conventional,2015,HarrisburgScranton
2015/5/17,1.19,252843.56,85065.22,1400.8,105.12,conventional,2015,HarrisburgScranton
2015/5/10,1.19,299147.73,85161.38,2065.26,0,conventional,2015,HarrisburgScranton
2015/5/3,1.17,255913.63,76930.85,2137.29,0,conventional,2015,HarrisburgScranton
2015/4/26,1.21,234322.13,68210.88,2022.73,37.5,conventional,2015,HarrisburgScranton
2015/4/19,1.17,237429.16,77244.93,1965.88,0,conventional,2015,HarrisburgScranton
2015/4/12,1.18,201544.53,62948.16,1630.97,0,conventional,2015,HarrisburgScranton
2015/4/5,1.21,216376.66,66320.66,1643.45,63.89,conventional,2015,HarrisburgScranton
2015/3/29,1.14,197282.25,61035.96,1349.22,0,conventional,2015,HarrisburgScranton
2015/3/22,1.08,219149.75,57777.32,2457.87,0,conventional,2015,HarrisburgScranton
2015/3/15,1.2,190760.3,72181.56,2448.95,0,conventional,2015,HarrisburgScranton
2015/3/8,1.15,192277.92,75825.42,1850.35,0,conventional,2015,HarrisburgScranton
2015/3/1,1.07,230913.14,65870.9,1508.64,0,conventional,2015,HarrisburgScranton
2015/2/22,1.2,191040.19,73386.08,1203.02,0,conventional,2015,HarrisburgScranton
2015/2/15,1.22,187671.77,72146.24,1118.17,0,conventional,2015,HarrisburgScranton
2015/2/8,1.02,239756.62,75408.57,1134.34,0,conventional,2015,HarrisburgScranton
2015/2/1,1.06,283137.88,69529.64,1403.1,0,conventional,2015,HarrisburgScranton
2015/1/25,1.17,206074.14,79720.85,3658.38,0,conventional,2015,HarrisburgScranton
2015/1/18,1.24,182604.68,64180.88,1549.29,0,conventional,2015,HarrisburgScranton
2015/1/11,1.26,178735.25,63840.09,998.33,0,conventional,2015,HarrisburgScranton
2015/1/4,1.05,203939.14,47583.64,1368.93,0,conventional,2015,HarrisburgScranton
2015/12/27,1.27,243556.57,43577.26,944.14,0,conventional,2015,HartfordSpringfield
2015/12/20,1.18,264155.74,45981.69,977,0,conventional,2015,HartfordSpringfield
2015/12/13,1.24,238558.16,46493.47,741.57,0,conventional,2015,HartfordSpringfield
2015/12/6,1.19,239945.42,35448.13,639.77,0,conventional,2015,HartfordSpringfield
2015/11/29,1.32,213631.54,36423.45,675.88,0,conventional,2015,HartfordSpringfield
2015/11/22,1.27,212091.14,30800.02,893.34,0,conventional,2015,HartfordSpringfield
2015/11/15,1.12,275217.97,40290.46,1866.39,0,conventional,2015,HartfordSpringfield
2015/11/8,1.16,309186.06,37770.33,5449.94,0,conventional,2015,HartfordSpringfield
2015/11/1,1.16,326067.03,44831.2,4658.16,0,conventional,2015,HartfordSpringfield
2015/10/25,1.2,234361.36,43920.24,3615.36,0,conventional,2015,HartfordSpringfield
2015/10/18,0.93,407866.27,42004.56,3104.22,0,conventional,2015,HartfordSpringfield
2015/10/11,1.38,264227.78,49064.3,3378.41,0,conventional,2015,HartfordSpringfield
2015/10/4,1.3,262638.61,46352.66,5116.37,0,conventional,2015,HartfordSpringfield
2015/9/27,1.29,247141.63,42271.23,3834.75,0,conventional,2015,HartfordSpringfield
2015/9/20,1.25,241532.74,52877.17,4729.75,0,conventional,2015,HartfordSpringfield
2015/9/13,1.11,341176.21,47929.52,5492.6,0,conventional,2015,HartfordSpringfield
2015/9/6,1.27,281256.19,52839.06,1945.19,0,conventional,2015,HartfordSpringfield
2015/8/30,1.26,292827.27,46616.28,572.22,0,conventional,2015,HartfordSpringfield
2015/8/23,1.14,298493.22,44345.82,909.47,0,conventional,2015,HartfordSpringfield
2015/8/16,1.12,351074.46,51496.76,1311.83,0,conventional,2015,HartfordSpringfield
2015/8/9,1.12,354490.75,55625.9,1220.04,0,conventional,2015,HartfordSpringfield
2015/8/2,1.16,323449.77,47631.34,1192.88,0,conventional,2015,HartfordSpringfield
2015/7/26,1.3,266049.58,52815.8,2279.12,0,conventional,2015,HartfordSpringfield
2015/7/19,1.32,258239.1,56769.39,2294.47,0,conventional,2015,HartfordSpringfield
2015/7/12,1.06,389782.2,71429.27,2181.76,0,conventional,2015,HartfordSpringfield
2015/7/5,1.25,339064.22,67565.11,4161.61,0,conventional,2015,HartfordSpringfield
2015/6/28,1.27,304624.07,60622.57,3365.78,0,conventional,2015,HartfordSpringfield
2015/6/21,1.25,341628.84,67505.16,1792.39,0,conventional,2015,HartfordSpringfield
2015/6/14,1.15,338036.94,69607.77,3239.07,0,conventional,2015,HartfordSpringfield
2015/6/7,1.29,353474.52,66052.8,1481.24,0,conventional,2015,HartfordSpringfield
2015/5/31,1.33,319502.82,74809,1925.47,0,conventional,2015,HartfordSpringfield
2015/5/24,1.34,314930.61,78505.66,1915,0,conventional,2015,HartfordSpringfield
2015/5/17,1.2,358753.17,69888.23,2424.64,0,conventional,2015,HartfordSpringfield
2015/5/10,1.25,370924.13,73455.49,3352.23,0,conventional,2015,HartfordSpringfield
2015/5/3,1.25,329589.03,66957.03,2709.06,0,conventional,2015,HartfordSpringfield
2015/4/26,1.36,277178.42,64008.53,2693.84,77.78,conventional,2015,HartfordSpringfield
2015/4/19,1.35,271198.73,66844.17,3833.47,0,conventional,2015,HartfordSpringfield
2015/4/12,1.25,251083.39,63103.19,1829.07,0,conventional,2015,HartfordSpringfield
2015/4/5,1.33,246967.21,56550.7,2399.43,0,conventional,2015,HartfordSpringfield
2015/3/29,1.22,241495.12,50509.85,2509.82,0,conventional,2015,HartfordSpringfield
2015/3/22,1.11,292821.36,53990.12,2646.83,0,conventional,2015,HartfordSpringfield
2015/3/15,1.4,225761.68,65306.48,3063.77,0,conventional,2015,HartfordSpringfield
2015/3/8,1.43,210375.08,77718.63,3545.4,0,conventional,2015,HartfordSpringfield
2015/3/1,1.12,314917.55,57600.88,2367.34,0,conventional,2015,HartfordSpringfield
2015/2/22,1.38,220210.32,71330.51,2220.34,0,conventional,2015,HartfordSpringfield
2015/2/15,1.39,223170.31,79026.53,1555.17,0,conventional,2015,HartfordSpringfield
2015/2/8,1.09,364571.57,65594.58,2872.47,0,conventional,2015,HartfordSpringfield
2015/2/1,1.32,297969.31,72234.63,3643.11,0,conventional,2015,HartfordSpringfield
2015/1/25,1.35,241174.11,79402.42,7189.08,0,conventional,2015,HartfordSpringfield
2015/1/18,1.39,229216.05,62671.58,2226.74,0,conventional,2015,HartfordSpringfield
2015/1/11,1.38,232640.15,83319.8,1730.09,0,conventional,2015,HartfordSpringfield
2015/1/4,1.06,332208.14,55401.31,2660.26,0,conventional,2015,HartfordSpringfield
2015/12/27,0.78,944506.54,73711.94,36493.62,30373.33,conventional,2015,Houston
2015/12/20,0.75,922355.67,72198.16,31520.66,30753.33,conventional,2015,Houston
2015/12/13,0.73,998752.95,69011.01,48622.22,616.67,conventional,2015,Houston
2015/12/6,0.74,989676.85,61020.31,62281.44,0,conventional,2015,Houston
2015/11/29,0.79,783225.98,67880.28,29860.18,0,conventional,2015,Houston
2015/11/22,0.73,913002.96,70785.25,41991.01,0,conventional,2015,Houston
2015/11/15,0.72,998801.78,62414.66,68770.68,0,conventional,2015,Houston
2015/11/8,0.75,983909.85,56573.89,67737.6,0,conventional,2015,Houston
2015/11/1,0.77,1007805.74,56198.27,78892.64,0,conventional,2015,Houston
2015/10/25,0.88,933623.58,57577.21,44260.6,51.78,conventional,2015,Houston
2015/10/18,0.9,847813.12,59835.83,28107.15,0,conventional,2015,Houston
2015/10/11,0.79,1036269.51,62638.13,50286.55,0,conventional,2015,Houston
2015/10/4,0.82,1019283.99,59751,68859.3,0,conventional,2015,Houston
2015/9/27,0.86,968988.09,61098.51,48907.35,0,conventional,2015,Houston
2015/9/20,0.83,967228.05,55198.32,41895.32,0,conventional,2015,Houston
2015/9/13,0.89,1095790.27,55636.91,72560.78,0,conventional,2015,Houston
2015/9/6,0.89,1090493.39,63724.96,64673.11,0,conventional,2015,Houston
2015/8/30,0.88,926124.93,72264.6,29536.13,0,conventional,2015,Houston
2015/8/23,0.89,933166.17,62733.47,35020.35,0,conventional,2015,Houston
2015/8/16,0.92,968899.09,65764.02,36255.38,0,conventional,2015,Houston
2015/8/9,0.92,935149.69,62834.44,35656.23,0,conventional,2015,Houston
2015/8/2,0.9,948126.9,60782.86,33213.41,0,conventional,2015,Houston
2015/7/26,0.79,1086740.19,69845.31,45801.65,0,conventional,2015,Houston
2015/7/19,0.78,1093424.59,73695.03,72912.36,0,conventional,2015,Houston
2015/7/12,0.79,999607.51,71467.17,57474.72,188.89,conventional,2015,Houston
2015/7/5,0.79,1173819.67,98660.98,46540.71,0,conventional,2015,Houston
2015/6/28,0.74,1135915.03,87444.74,95348.79,0,conventional,2015,Houston
2015/6/21,0.74,1196121.27,84406.17,81134.6,0,conventional,2015,Houston
2015/6/14,0.62,1533409.28,85200.08,79784.33,0,conventional,2015,Houston
2015/6/7,0.72,1172177.72,72504.8,55177.74,0,conventional,2015,Houston
2015/5/31,0.72,1262932.78,53981.67,65166.34,0,conventional,2015,Houston
2015/5/24,0.83,1089679.39,58142.73,39498.69,0,conventional,2015,Houston
2015/5/17,0.82,1025659.59,47881.9,34630.43,0,conventional,2015,Houston
2015/5/10,0.76,1201673.17,49686.88,69586.54,0,conventional,2015,Houston
2015/5/3,0.74,1296308.05,55875.33,82238.19,0,conventional,2015,Houston
2015/4/26,0.79,1082231.89,58557.13,33188.74,0,conventional,2015,Houston
2015/4/19,0.82,933033.17,78217.04,34255.37,0,conventional,2015,Houston
2015/4/12,0.79,1096074.97,97144.19,9907.2,0,conventional,2015,Houston
2015/4/5,0.83,1249645.2,132586.15,6814.18,0,conventional,2015,Houston
2015/3/29,0.79,1116225.29,122988.43,5767.28,0,conventional,2015,Houston
2015/3/22,0.8,1036663.77,71977.68,50897.86,0,conventional,2015,Houston
2015/3/15,0.77,1043172.77,62352.87,48169.23,0,conventional,2015,Houston
2015/3/8,0.78,1166055.83,60498.92,75236.67,0,conventional,2015,Houston
2015/3/1,0.87,991328.46,63264.46,50854.28,0,conventional,2015,Houston
2015/2/22,0.82,978807.74,73227.41,32395.38,0,conventional,2015,Houston
2015/2/15,0.73,1062387.72,83840.62,36308.16,0,conventional,2015,Houston
2015/2/8,0.7,1180723.02,103507.51,11011.54,0,conventional,2015,Houston
2015/2/1,0.72,1280364.01,86145.18,48275.53,0,conventional,2015,Houston
2015/1/25,0.77,983910.94,95546.28,24742.9,0,conventional,2015,Houston
2015/1/18,0.77,1017854.16,107320.39,12960.37,0,conventional,2015,Houston
2015/1/11,0.78,1062071.65,126995.76,25923.1,0,conventional,2015,Houston
2015/1/4,0.71,1062990.62,90299.85,25537.7,0,conventional,2015,Houston
2015/12/27,1.04,123096.09,20644.64,11524.06,5688.98,conventional,2015,Indianapolis
2015/12/20,1.1,116353.68,18144.63,12133.67,5061.53,conventional,2015,Indianapolis
2015/12/13,1.03,125342.89,21259.82,15580.08,2215.72,conventional,2015,Indianapolis
2015/12/6,0.92,145740.44,19365.92,17733.68,1550.73,conventional,2015,Indianapolis
2015/11/29,1.08,108444.41,17455.74,9975.21,1825.35,conventional,2015,Indianapolis
2015/11/22,1.11,115384.56,20313.48,11041.51,1470.45,conventional,2015,Indianapolis
2015/11/15,1.08,124218.61,22294.87,11753.19,2550.11,conventional,2015,Indianapolis
2015/11/8,0.96,147799.55,19246.38,15189.72,3961.27,conventional,2015,Indianapolis
2015/11/1,1.01,147459.62,20800.04,16206.13,3327.66,conventional,2015,Indianapolis
2015/10/25,1.02,151558.74,18548.38,19394.8,2752.83,conventional,2015,Indianapolis
2015/10/18,0.97,159463.52,24129.91,15546,1129.73,conventional,2015,Indianapolis
2015/10/11,1.1,128848.68,21300.25,11566.09,2246.61,conventional,2015,Indianapolis
2015/10/4,0.98,139679.01,18727.08,14546.97,1844.92,conventional,2015,Indianapolis
2015/9/27,1.04,139490.52,19742.24,12078.24,2954.19,conventional,2015,Indianapolis
2015/9/20,0.91,185962.59,18045.98,18135.33,4988.79,conventional,2015,Indianapolis
2015/9/13,0.87,201620.58,22010.51,24284.79,3361.58,conventional,2015,Indianapolis
2015/9/6,1.11,156608.28,25163.49,15845.63,3006.74,conventional,2015,Indianapolis
2015/8/30,1.17,147066.48,23305.32,15000.54,2752.49,conventional,2015,Indianapolis
2015/8/23,1.22,131935.23,23701.08,14786.36,1614.53,conventional,2015,Indianapolis
2015/8/16,1.14,160059.77,23010,17605.07,4014.41,conventional,2015,Indianapolis
2015/8/9,1.2,148384.89,24883.56,14289.69,1637.35,conventional,2015,Indianapolis
2015/8/2,1.21,151883.21,22812.1,14978.27,2324.42,conventional,2015,Indianapolis
2015/7/26,1.22,144476.44,27526.1,19119.03,1296.56,conventional,2015,Indianapolis
2015/7/19,1.07,168164.47,25201.47,18741.75,2270.07,conventional,2015,Indianapolis
2015/7/12,1.05,161431.59,27061.56,20240.11,948.34,conventional,2015,Indianapolis
2015/7/5,1.05,190716.43,30631.37,21037.53,1204.07,conventional,2015,Indianapolis
2015/6/28,0.95,198267.13,34863.23,26114.84,1358.45,conventional,2015,Indianapolis
2015/6/21,1.03,205199.16,33861.06,23155.13,1776.29,conventional,2015,Indianapolis
2015/6/14,1.15,173545.33,33478.56,17581.12,1279.21,conventional,2015,Indianapolis
2015/6/7,1.28,155730.59,30541.64,15866.46,1770.93,conventional,2015,Indianapolis
2015/5/31,1.37,142817.83,26714.31,15126.47,1092.81,conventional,2015,Indianapolis
2015/5/24,1.29,168797.97,26023.27,12630.31,2811.25,conventional,2015,Indianapolis
2015/5/17,1.26,164076.81,21260.58,16314.28,2162.17,conventional,2015,Indianapolis
2015/5/10,1.06,195532.38,23578.29,22228.41,361.84,conventional,2015,Indianapolis
2015/5/3,1.13,178889.83,21559.51,17453.1,1158.54,conventional,2015,Indianapolis
2015/4/26,1.24,158499.41,23192.65,14397.12,3551.32,conventional,2015,Indianapolis
2015/4/19,1.08,179103.3,35778.37,13533.9,1253.6,conventional,2015,Indianapolis
2015/4/12,1.15,146422.18,33143.47,10414.35,187.93,conventional,2015,Indianapolis
2015/4/5,1.17,151260.15,33761.92,6720.88,96.31,conventional,2015,Indianapolis
2015/3/29,1.09,161288.59,37465.78,11727.21,925.76,conventional,2015,Indianapolis
2015/3/22,1.11,160557.81,19721.51,16305.28,2708.25,conventional,2015,Indianapolis
2015/3/15,1.21,140487.57,24140.96,16954.05,818.68,conventional,2015,Indianapolis
2015/3/8,1.07,160438.38,27937.4,15551.62,2322.8,conventional,2015,Indianapolis
2015/3/1,1.13,169556.49,22401.71,14728.68,2436.75,conventional,2015,Indianapolis
2015/2/22,1.34,127501.04,22828.92,13884.93,913.07,conventional,2015,Indianapolis
2015/2/15,1.3,121767.82,22442.7,12428.29,903.98,conventional,2015,Indianapolis
2015/2/8,0.98,158792.02,18968.55,12562.27,1988.2,conventional,2015,Indianapolis
2015/2/1,0.92,245352.56,20669.59,18130.75,2760.8,conventional,2015,Indianapolis
2015/1/25,1.06,149473.79,21963.56,14952.61,38.16,conventional,2015,Indianapolis
2015/1/18,1.14,149319.82,22405.47,17913.92,149.98,conventional,2015,Indianapolis
2015/1/11,1.25,138617.04,18466.87,14765.56,78.05,conventional,2015,Indianapolis
2015/1/4,1.02,160130.15,20325.41,16160.04,0,conventional,2015,Indianapolis
2015/12/27,0.99,132982.84,15300.85,18008.04,0,conventional,2015,Jacksonville
2015/12/20,1.19,95935.66,16151.43,9940.6,5.24,conventional,2015,Jacksonville
2015/12/13,0.96,140036.16,11312.69,19064.31,13.01,conventional,2015,Jacksonville
2015/12/6,1.19,93337.13,8770.31,11105.78,0,conventional,2015,Jacksonville
2015/11/29,0.96,121236.54,7638.25,20149.44,0,conventional,2015,Jacksonville
2015/11/22,0.98,115300.79,10738.71,19075.35,0,conventional,2015,Jacksonville
2015/11/15,1.25,90999.05,12498.87,12406.71,10.22,conventional,2015,Jacksonville
2015/11/8,1.25,94495.69,12761.19,11395.89,0,conventional,2015,Jacksonville
2015/11/1,0.97,162559.72,14379.48,24853.38,0,conventional,2015,Jacksonville
2015/10/25,1.22,98097.37,19339.98,7878.88,0,conventional,2015,Jacksonville
2015/10/18,1.25,92599.79,14116.28,10269.42,0,conventional,2015,Jacksonville
2015/10/11,0.99,141875.2,14261.06,20754.89,0,conventional,2015,Jacksonville
2015/10/4,0.99,153146.21,14925.09,21281.8,0,conventional,2015,Jacksonville
2015/9/27,1.27,92325.73,14588.26,9746.55,0,conventional,2015,Jacksonville
2015/9/20,0.99,157688.29,17060.74,20649.49,0,conventional,2015,Jacksonville
2015/9/13,1.24,102870.89,18430.6,9314.56,0,conventional,2015,Jacksonville
2015/9/6,0.98,179837.71,20609.55,24313.95,0,conventional,2015,Jacksonville
2015/8/30,1.26,116109,20460.51,11403.38,0,conventional,2015,Jacksonville
2015/8/23,1.25,111825.39,20588.04,10594.59,0,conventional,2015,Jacksonville
2015/8/16,1.25,107523.14,19619.87,10514.58,27.97,conventional,2015,Jacksonville
2015/8/9,0.99,188720.77,21556.41,22386.2,0,conventional,2015,Jacksonville
2015/8/2,1.24,112332.05,19135.05,9417.94,0,conventional,2015,Jacksonville
2015/7/26,1.25,112997.27,18522.5,5186.39,0,conventional,2015,Jacksonville
2015/7/19,1,173741.3,17718.5,19561.9,0,conventional,2015,Jacksonville
2015/7/12,1.22,110964.6,19289.35,10035.18,0,conventional,2015,Jacksonville
2015/7/5,0.95,211960.25,31922.01,19191.06,0,conventional,2015,Jacksonville
2015/6/28,1.16,135739.94,29903.31,7380.26,0,conventional,2015,Jacksonville
2015/6/21,0.95,192111.32,26218.22,22189,0,conventional,2015,Jacksonville
2015/6/14,1.2,129526.61,30968.84,10045.45,0,conventional,2015,Jacksonville
2015/6/7,0.98,190396.8,24338.56,19581.66,0,conventional,2015,Jacksonville
2015/5/31,1.24,128105.43,22617.48,10338.58,0,conventional,2015,Jacksonville
2015/5/24,1,195410.86,20782.4,20835.98,0,conventional,2015,Jacksonville
2015/5/17,1.22,120930.26,19947.77,10355.07,0,conventional,2015,Jacksonville
2015/5/10,1.24,125605.25,22038.43,9392.41,0,conventional,2015,Jacksonville
2015/5/3,0.96,254514.32,25088.83,26430.42,150,conventional,2015,Jacksonville
2015/4/26,1.21,127939.11,21798.68,9094.93,0,conventional,2015,Jacksonville
2015/4/19,1.17,124795.93,24494.31,9742.7,0,conventional,2015,Jacksonville
2015/4/12,0.99,180970.46,17504.21,17389.2,0,conventional,2015,Jacksonville
2015/4/5,1.1,146744.37,16686.17,12506.25,0,conventional,2015,Jacksonville
2015/3/29,1.2,109050.11,17583.62,7642.52,0,conventional,2015,Jacksonville
2015/3/22,0.96,185570.06,19581.38,15341.92,0,conventional,2015,Jacksonville
2015/3/15,1.27,110128.66,17130.38,6772.94,0,conventional,2015,Jacksonville
2015/3/8,1.24,112487.2,19549.59,5894.05,0,conventional,2015,Jacksonville
2015/3/1,1.01,167254.64,17059.55,14580.18,0,conventional,2015,Jacksonville
2015/2/22,1.1,121048.7,21773.29,7302.98,0,conventional,2015,Jacksonville
2015/2/15,1.24,105176.25,15354.4,9073.11,0,conventional,2015,Jacksonville
2015/2/8,1.21,91840.75,11016.44,8380.8,0,conventional,2015,Jacksonville
2015/2/1,0.92,237910.63,20816.49,22129.37,0,conventional,2015,Jacksonville
2015/1/25,1.2,109940.55,16753.47,11172.47,0,conventional,2015,Jacksonville
2015/1/18,1.27,99496.16,14684.19,10376.37,0,conventional,2015,Jacksonville
2015/1/11,1.2,99757.17,14862.7,9703.84,0,conventional,2015,Jacksonville
2015/1/4,0.97,153506.84,13653.15,15033.42,0,conventional,2015,Jacksonville
2015/12/27,0.83,292707.14,34675.97,23936.13,0,conventional,2015,LasVegas
2015/12/20,0.96,232294.71,34992.96,19110.98,0,conventional,2015,LasVegas
2015/12/13,0.95,216119.35,33834.13,7809.39,0,conventional,2015,LasVegas
2015/12/6,0.89,244024.83,30201.26,492.79,0,conventional,2015,LasVegas
2015/11/29,0.95,205476.61,29475.24,959.9,0,conventional,2015,LasVegas
2015/11/22,0.98,215985.17,31653.96,1587.65,0,conventional,2015,LasVegas
2015/11/15,0.95,247795.44,33636.41,1870.86,0,conventional,2015,LasVegas
2015/11/8,0.92,237248.22,36573.68,759.67,0,conventional,2015,LasVegas
2015/11/1,0.99,230414.44,34277.25,1121.37,0,conventional,2015,LasVegas
2015/10/25,0.98,245167.14,33684.23,1774.3,0,conventional,2015,LasVegas
2015/10/18,0.91,279364.03,37274.27,1685.75,0,conventional,2015,LasVegas
2015/10/11,0.94,268709.29,33903.57,2990.94,0,conventional,2015,LasVegas
2015/10/4,0.97,269072.2,30931.87,7727.75,0,conventional,2015,LasVegas
2015/9/27,0.97,272925.76,31037.22,4279.82,0,conventional,2015,LasVegas
2015/9/20,0.97,284247.2,35941.12,8313.03,0,conventional,2015,LasVegas
2015/9/13,0.88,346994.49,31703.25,42952.64,0,conventional,2015,LasVegas
2015/9/6,1.02,311124.27,38692.25,13779.67,0,conventional,2015,LasVegas
2015/8/30,1.09,284309.17,37518.56,747.98,0,conventional,2015,LasVegas
2015/8/23,1.06,261084.13,38541.74,2024.35,0,conventional,2015,LasVegas
2015/8/16,0.96,314774.36,48127.04,12236.87,0,conventional,2015,LasVegas
2015/8/9,0.96,353118.24,41697.82,21312.57,0,conventional,2015,LasVegas
2015/8/2,1.09,272441.01,38914.95,10254.49,0,conventional,2015,LasVegas
2015/7/26,1.06,272267.5,41514.45,8571.5,0,conventional,2015,LasVegas
2015/7/19,1.03,269642.38,44134.02,10604.45,0,conventional,2015,LasVegas
2015/7/12,1.02,277827.44,41822.44,11436.19,0,conventional,2015,LasVegas
2015/7/5,1.05,332735.24,63540.12,14266.74,0,conventional,2015,LasVegas
2015/6/28,1.01,293408.89,52651.46,11008.6,0,conventional,2015,LasVegas
2015/6/21,0.9,338638.8,58695.06,20164.27,0,conventional,2015,LasVegas
2015/6/14,0.88,389599.87,45747.4,32931.04,0,conventional,2015,LasVegas
2015/6/7,1.02,335693.08,47209.35,23856.04,0,conventional,2015,LasVegas
2015/5/31,1.03,285741.48,41385.11,16991.49,0,conventional,2015,LasVegas
2015/5/24,0.98,293059.1,40849.99,10916.99,0,conventional,2015,LasVegas
2015/5/17,0.95,279843.22,34337.21,13406.22,0,conventional,2015,LasVegas
2015/5/10,0.98,325085.14,36501.34,19162.63,0,conventional,2015,LasVegas
2015/5/3,0.94,406840.38,37775.36,28362.05,0,conventional,2015,LasVegas
2015/4/26,0.88,334718.74,39250.19,24170.94,15.28,conventional,2015,LasVegas
2015/4/19,0.82,336520.6,34413.09,21237.42,0,conventional,2015,LasVegas
2015/4/12,0.76,369817.99,32104.77,18629.74,0,conventional,2015,LasVegas
2015/4/5,0.81,360356.29,38773.41,12176.16,0,conventional,2015,LasVegas
2015/3/29,0.84,354048.59,39098.87,8624.45,0,conventional,2015,LasVegas
2015/3/22,0.9,311228.44,38187.21,650.96,0,conventional,2015,LasVegas
2015/3/15,1.07,261650.41,34915.51,371.41,0,conventional,2015,LasVegas
2015/3/8,1.01,291046.81,38263.99,299.48,0,conventional,2015,LasVegas
2015/3/1,1.05,293036.34,35745.05,857.22,0,conventional,2015,LasVegas
